ID_Commande,Date_Commande,Date_Expedition,ID_Client,ID_Produit,Quantite,Prix_Unitaire
43665,2019-05-31,2019-06-07,517,707,1,"20,1865"
43665,2019-05-31,2019-06-07,517,715,2,"28,8404"
43665,2019-05-31,2019-06-07,517,777,2,"2024,994"
43665,2019-05-31,2019-06-07,517,712,2,"5,1865"
43665,2019-05-31,2019-06-07,517,775,2,"2024,994"
43665,2019-05-31,2019-06-07,517,778,1,"2024,994"
43665,2019-05-31,2019-06-07,517,709,6,"5,7"
43665,2019-05-31,2019-06-07,517,776,1,"2024,994"
43666,2019-05-31,2019-06-07,1849,764,1,"419,4589"
43666,2019-05-31,2019-06-07,1849,753,1,"2146,962"
43666,2019-05-31,2019-06-07,1849,732,1,"356,898"
43666,2019-05-31,2019-06-07,1849,756,1,"874,794"
43666,2019-05-31,2019-06-07,1849,768,2,"419,4589"
43666,2019-05-31,2019-06-07,1849,766,1,"419,4589"
43667,2019-05-31,2019-06-07,1373,710,3,"5,7"
43667,2019-05-31,2019-06-07,1373,773,1,"2039,994"
43667,2019-05-31,2019-06-07,1373,778,1,"2024,994"
43667,2019-05-31,2019-06-07,1373,775,1,"2024,994"
43668,2019-05-31,2019-06-07,591,756,3,"874,794"
43668,2019-05-31,2019-06-07,591,753,2,"2146,962"
43668,2019-05-31,2019-06-07,591,760,7,"419,4589"
43668,2019-05-31,2019-06-07,591,765,6,"419,4589"
43668,2019-05-31,2019-06-07,591,715,6,"28,8404"
43668,2019-05-31,2019-06-07,591,730,6,"183,9382"
43668,2019-05-31,2019-06-07,591,707,2,"20,1865"
43668,2019-05-31,2019-06-07,591,711,2,"20,1865"
43668,2019-05-31,2019-06-07,591,754,2,"874,794"
43668,2019-05-31,2019-06-07,591,712,4,"5,1865"
43668,2019-05-31,2019-06-07,591,729,2,"183,9382"
43668,2019-05-31,2019-06-07,591,755,3,"874,794"
43668,2019-05-31,2019-06-07,591,761,3,"419,4589"
43668,2019-05-31,2019-06-07,591,770,2,"419,4589"
43668,2019-05-31,2019-06-07,591,726,3,"183,9382"
43668,2019-05-31,2019-06-07,591,764,2,"419,4589"
43668,2019-05-31,2019-06-07,591,766,2,"419,4589"
43668,2019-05-31,2019-06-07,591,725,2,"183,9382"
43668,2019-05-31,2019-06-07,591,716,1,"28,8404"
43668,2019-05-31,2019-06-07,591,768,2,"419,4589"
43668,2019-05-31,2019-06-07,591,732,4,"356,898"
43668,2019-05-31,2019-06-07,591,758,6,"874,794"
43668,2019-05-31,2019-06-07,591,762,4,"419,4589"
43668,2019-05-31,2019-06-07,591,738,3,"178,5808"
43668,2019-05-31,2019-06-07,591,714,4,"28,8404"
43668,2019-05-31,2019-06-07,591,722,3,"178,5808"
43668,2019-05-31,2019-06-07,591,708,1,"20,1865"
43668,2019-05-31,2019-06-07,591,733,3,"356,898"
43668,2019-05-31,2019-06-07,591,763,3,"419,4589"
43669,2019-05-31,2019-06-07,879,747,1,"714,7043"
43670,2019-05-31,2019-06-07,487,710,1,"5,7"
43670,2019-05-31,2019-06-07,487,709,2,"5,7"
43670,2019-05-31,2019-06-07,487,773,2,"2039,994"
43670,2019-05-31,2019-06-07,487,776,1,"2024,994"
43671,2019-05-31,2019-06-07,1185,753,1,"2146,962"
43671,2019-05-31,2019-06-07,1185,714,2,"28,8404"
43671,2019-05-31,2019-06-07,1185,756,1,"874,794"
43671,2019-05-31,2019-06-07,1185,768,2,"419,4589"
43671,2019-05-31,2019-06-07,1185,732,2,"356,898"
43671,2019-05-31,2019-06-07,1185,763,2,"419,4589"
43671,2019-05-31,2019-06-07,1185,755,2,"874,794"
43671,2019-05-31,2019-06-07,1185,764,2,"419,4589"
43671,2019-05-31,2019-06-07,1185,716,1,"28,8404"
43671,2019-05-31,2019-06-07,1185,711,1,"20,1865"
43671,2019-05-31,2019-06-07,1185,708,1,"20,1865"
43672,2019-05-31,2019-06-07,1881,709,6,"5,7"
43672,2019-05-31,2019-06-07,1881,776,2,"2024,994"
43672,2019-05-31,2019-06-07,1881,774,1,"2039,994"
43673,2019-05-31,2019-06-07,1085,754,1,"874,794"
43673,2019-05-31,2019-06-07,1085,715,3,"28,8404"
43673,2019-05-31,2019-06-07,1085,729,1,"183,9382"
43673,2019-05-31,2019-06-07,1085,761,2,"419,4589"
43673,2019-05-31,2019-06-07,1085,762,1,"419,4589"
43673,2019-05-31,2019-06-07,1085,738,2,"178,5808"
43673,2019-05-31,2019-06-07,1085,770,2,"419,4589"
43673,2019-05-31,2019-06-07,1085,712,1,"5,1865"
43673,2019-05-31,2019-06-07,1085,708,2,"20,1865"
43673,2019-05-31,2019-06-07,1085,711,1,"20,1865"
43673,2019-05-31,2019-06-07,1085,707,4,"20,1865"
43674,2019-05-31,2019-06-07,551,758,3,"874,794"
43675,2019-05-31,2019-06-07,1049,761,4,"419,4589"
43675,2019-05-31,2019-06-07,1049,711,5,"20,1865"
43675,2019-05-31,2019-06-07,1049,738,2,"178,5808"
43675,2019-05-31,2019-06-07,1049,708,1,"20,1865"
43675,2019-05-31,2019-06-07,1049,762,2,"419,4589"
43675,2019-05-31,2019-06-07,1049,758,2,"874,794"
43675,2019-05-31,2019-06-07,1049,712,2,"5,1865"
43675,2019-05-31,2019-06-07,1049,754,1,"874,794"
43675,2019-05-31,2019-06-07,1049,715,3,"28,8404"
43676,2019-05-31,2019-06-07,1017,776,2,"2024,994"
43676,2019-05-31,2019-06-07,1017,778,2,"2024,994"
43676,2019-05-31,2019-06-07,1017,710,1,"5,7"
43676,2019-05-31,2019-06-07,1017,775,3,"2024,994"
43676,2019-05-31,2019-06-07,1017,709,4,"5,7"
43677,2019-05-31,2019-06-07,1043,715,3,"28,8404"
43677,2019-05-31,2019-06-07,1043,753,1,"2146,962"
43677,2019-05-31,2019-06-07,1043,758,1,"874,794"
43677,2019-05-31,2019-06-07,1043,770,1,"419,4589"
43677,2019-05-31,2019-06-07,1043,708,2,"20,1865"
43677,2019-05-31,2019-06-07,1043,760,4,"419,4589"
43677,2019-05-31,2019-06-07,1043,765,2,"419,4589"
43677,2019-05-31,2019-06-07,1043,763,1,"419,4589"
43677,2019-05-31,2019-06-07,1043,712,5,"5,1865"
43677,2019-05-31,2019-06-07,1043,707,1,"20,1865"
43677,2019-05-31,2019-06-07,1043,754,1,"874,794"
43677,2019-05-31,2019-06-07,1043,729,2,"183,9382"
43678,2019-05-31,2019-06-07,1183,760,1,"419,4589"
43678,2019-05-31,2019-06-07,1183,738,2,"178,5808"
43678,2019-05-31,2019-06-07,1183,765,1,"419,4589"
43678,2019-05-31,2019-06-07,1183,732,2,"356,898"
43678,2019-05-31,2019-06-07,1183,762,3,"419,4589"
43678,2019-05-31,2019-06-07,1183,761,2,"419,4589"
43678,2019-05-31,2019-06-07,1183,712,3,"5,1865"
43678,2019-05-31,2019-06-07,1183,708,4,"20,1865"
43678,2019-05-31,2019-06-07,1183,729,2,"183,9382"
43678,2019-05-31,2019-06-07,1183,756,1,"874,794"
43678,2019-05-31,2019-06-07,1183,725,2,"183,9382"
43678,2019-05-31,2019-06-07,1183,716,1,"28,8404"
43678,2019-05-31,2019-06-07,1183,770,1,"419,4589"
43678,2019-05-31,2019-06-07,1183,758,2,"874,794"
43678,2019-05-31,2019-06-07,1183,715,2,"28,8404"
43678,2019-05-31,2019-06-07,1183,754,1,"874,794"
43678,2019-05-31,2019-06-07,1183,755,1,"874,794"
43678,2019-05-31,2019-06-07,1183,711,3,"20,1865"
43678,2019-05-31,2019-06-07,1183,707,1,"20,1865"
43679,2019-05-31,2019-06-07,907,760,1,"419,4589"
43679,2019-05-31,2019-06-07,907,770,2,"419,4589"
43679,2019-05-31,2019-06-07,907,715,2,"28,8404"
43680,2019-05-31,2019-06-07,301,760,3,"419,4589"
43680,2019-05-31,2019-06-07,301,756,2,"874,794"
43680,2019-05-31,2019-06-07,301,738,2,"178,5808"
43680,2019-05-31,2019-06-07,301,707,4,"20,1865"
43680,2019-05-31,2019-06-07,301,729,1,"183,9382"
43680,2019-05-31,2019-06-07,301,711,1,"20,1865"
43680,2019-05-31,2019-06-07,301,715,2,"28,8404"
43680,2019-05-31,2019-06-07,301,725,2,"183,9382"
43680,2019-05-31,2019-06-07,301,758,1,"874,794"
43680,2019-05-31,2019-06-07,301,761,1,"419,4589"
43680,2019-05-31,2019-06-07,301,753,2,"2146,962"
43680,2019-05-31,2019-06-07,301,708,2,"20,1865"
43680,2019-05-31,2019-06-07,301,765,3,"419,4589"
43680,2019-05-31,2019-06-07,301,712,3,"5,1865"
43680,2019-05-31,2019-06-07,301,763,1,"419,4589"
43681,2019-05-31,2019-06-07,697,715,6,"28,8404"
43681,2019-05-31,2019-06-07,697,762,5,"419,4589"
43681,2019-05-31,2019-06-07,697,732,1,"356,898"
43681,2019-05-31,2019-06-07,697,707,1,"20,1865"
43681,2019-05-31,2019-06-07,697,729,1,"183,9382"
43681,2019-05-31,2019-06-07,697,708,2,"20,1865"
43681,2019-05-31,2019-06-07,697,770,3,"419,4589"
43681,2019-05-31,2019-06-07,697,730,2,"183,9382"
43681,2019-05-31,2019-06-07,697,758,3,"874,794"
43681,2019-05-31,2019-06-07,697,768,1,"419,4589"
43681,2019-05-31,2019-06-07,697,761,2,"419,4589"
43681,2019-05-31,2019-06-07,697,738,2,"178,5808"
43681,2019-05-31,2019-06-07,697,753,1,"2146,962"
43681,2019-05-31,2019-06-07,697,714,2,"28,8404"
43681,2019-05-31,2019-06-07,697,764,2,"419,4589"
43681,2019-05-31,2019-06-07,697,760,2,"419,4589"
43681,2019-05-31,2019-06-07,697,756,1,"874,794"
43681,2019-05-31,2019-06-07,697,716,2,"28,8404"
43681,2019-05-31,2019-06-07,697,711,2,"20,1865"
43681,2019-05-31,2019-06-07,697,725,1,"183,9382"
43681,2019-05-31,2019-06-07,697,712,2,"5,1865"
43682,2019-05-31,2019-06-07,903,758,2,"874,794"
43682,2019-05-31,2019-06-07,903,762,1,"419,4589"
43682,2019-05-31,2019-06-07,903,760,2,"419,4589"
43682,2019-05-31,2019-06-07,903,770,2,"419,4589"
43682,2019-05-31,2019-06-07,903,715,1,"28,8404"
43683,2019-05-31,2019-06-07,317,776,2,"2024,994"
43683,2019-05-31,2019-06-07,317,715,2,"28,8404"
43683,2019-05-31,2019-06-07,317,773,2,"2039,994"
43683,2019-05-31,2019-06-07,317,774,1,"2039,994"
43683,2019-05-31,2019-06-07,317,708,1,"20,1865"
43683,2019-05-31,2019-06-07,317,711,2,"20,1865"
43683,2019-05-31,2019-06-07,317,712,3,"5,1865"
43683,2019-05-31,2019-06-07,317,775,4,"2024,994"
43683,2019-05-31,2019-06-07,317,777,6,"2024,994"
43683,2019-05-31,2019-06-07,317,772,1,"2039,994"
43683,2019-05-31,2019-06-07,317,707,3,"20,1865"
43683,2019-05-31,2019-06-07,317,778,5,"2024,994"
43683,2019-05-31,2019-06-07,317,709,6,"5,7"
43684,2019-05-31,2019-06-07,1239,754,2,"874,794"
43684,2019-05-31,2019-06-07,1239,762,2,"419,4589"
43684,2019-05-31,2019-06-07,1239,760,1,"419,4589"
43684,2019-05-31,2019-06-07,1239,758,2,"874,794"
43684,2019-05-31,2019-06-07,1239,770,1,"419,4589"
43684,2019-05-31,2019-06-07,1239,763,1,"419,4589"
43685,2019-05-31,2019-06-07,1917,765,3,"419,4589"
43685,2019-05-31,2019-06-07,1917,763,1,"419,4589"
43685,2019-05-31,2019-06-07,1917,754,1,"874,794"
43685,2019-05-31,2019-06-07,1917,725,1,"183,9382"
43686,2019-05-31,2019-06-07,573,758,3,"874,794"
43686,2019-05-31,2019-06-07,573,762,1,"419,4589"
43686,2019-05-31,2019-06-07,573,770,1,"419,4589"
43687,2019-05-31,2019-06-07,583,768,1,"419,4589"
43687,2019-05-31,2019-06-07,583,765,2,"419,4589"
43688,2019-05-31,2019-06-07,819,725,1,"183,9382"
43688,2019-05-31,2019-06-07,819,760,2,"419,4589"
43688,2019-05-31,2019-06-07,819,762,3,"419,4589"
43688,2019-05-31,2019-06-07,819,738,1,"178,5808"
43688,2019-05-31,2019-06-07,819,763,1,"419,4589"
43688,2019-05-31,2019-06-07,819,729,2,"183,9382"
43688,2019-05-31,2019-06-07,819,754,2,"874,794"
43688,2019-05-31,2019-06-07,819,758,2,"874,794"
43688,2019-05-31,2019-06-07,819,765,3,"419,4589"
43688,2019-05-31,2019-06-07,819,770,1,"419,4589"
43688,2019-05-31,2019-06-07,819,753,2,"2146,962"
43689,2019-05-31,2019-06-07,661,764,3,"419,4589"
43689,2019-05-31,2019-06-07,661,738,2,"178,5808"
43689,2019-05-31,2019-06-07,661,725,2,"183,9382"
43689,2019-05-31,2019-06-07,661,753,1,"2146,962"
43689,2019-05-31,2019-06-07,661,755,2,"874,794"
43689,2019-05-31,2019-06-07,661,766,4,"419,4589"
43689,2019-05-31,2019-06-07,661,770,2,"419,4589"
43689,2019-05-31,2019-06-07,661,760,7,"419,4589"
43689,2019-05-31,2019-06-07,661,726,3,"183,9382"
43689,2019-05-31,2019-06-07,661,722,1,"178,5808"
43689,2019-05-31,2019-06-07,661,763,6,"419,4589"
43689,2019-05-31,2019-06-07,661,729,2,"183,9382"
43689,2019-05-31,2019-06-07,661,730,2,"183,9382"
43689,2019-05-31,2019-06-07,661,732,2,"356,898"
43689,2019-05-31,2019-06-07,661,765,5,"419,4589"
43689,2019-05-31,2019-06-07,661,768,2,"419,4589"
43689,2019-05-31,2019-06-07,661,761,2,"419,4589"
43689,2019-05-31,2019-06-07,661,758,3,"874,794"
43689,2019-05-31,2019-06-07,661,749,2,"2146,962"
43689,2019-05-31,2019-06-07,661,762,9,"419,4589"
43689,2019-05-31,2019-06-07,661,754,4,"874,794"
43690,2019-05-31,2019-06-07,391,715,1,"28,8404"
43690,2019-05-31,2019-06-07,391,770,1,"419,4589"
43690,2019-05-31,2019-06-07,391,712,2,"5,1865"
43690,2019-05-31,2019-06-07,391,760,2,"419,4589"
43691,2019-05-31,2019-06-07,495,758,1,"874,794"
43692,2019-05-31,2019-06-07,1413,770,5,"419,4589"
43692,2019-05-31,2019-06-07,1413,725,1,"183,9382"
43692,2019-05-31,2019-06-07,1413,754,8,"874,794"
43692,2019-05-31,2019-06-07,1413,730,2,"183,9382"
43692,2019-05-31,2019-06-07,1413,715,10,"28,8404"
43692,2019-05-31,2019-06-07,1413,768,1,"419,4589"
43692,2019-05-31,2019-06-07,1413,756,4,"874,794"
43692,2019-05-31,2019-06-07,1413,738,2,"178,5808"
43692,2019-05-31,2019-06-07,1413,758,8,"874,794"
43692,2019-05-31,2019-06-07,1413,708,3,"20,1865"
43692,2019-05-31,2019-06-07,1413,762,6,"419,4589"
43692,2019-05-31,2019-06-07,1413,732,3,"356,898"
43692,2019-05-31,2019-06-07,1413,712,6,"5,1865"
43692,2019-05-31,2019-06-07,1413,714,4,"28,8404"
43692,2019-05-31,2019-06-07,1413,760,7,"419,4589"
43692,2019-05-31,2019-06-07,1413,755,2,"874,794"
43692,2019-05-31,2019-06-07,1413,716,4,"28,8404"
43692,2019-05-31,2019-06-07,1413,765,2,"419,4589"
43692,2019-05-31,2019-06-07,1413,764,1,"419,4589"
43692,2019-05-31,2019-06-07,1413,753,2,"2146,962"
43692,2019-05-31,2019-06-07,1413,766,1,"419,4589"
43692,2019-05-31,2019-06-07,1413,722,1,"178,5808"
43692,2019-05-31,2019-06-07,1413,761,3,"419,4589"
43692,2019-05-31,2019-06-07,1413,711,3,"20,1865"
43692,2019-05-31,2019-06-07,1413,763,1,"419,4589"
43692,2019-05-31,2019-06-07,1413,729,2,"183,9382"
43692,2019-05-31,2019-06-07,1413,707,4,"20,1865"
43692,2019-05-31,2019-06-07,1413,726,2,"183,9382"
43693,2019-05-31,2019-06-07,305,716,3,"28,8404"
43693,2019-05-31,2019-06-07,305,773,1,"2039,994"
43693,2019-05-31,2019-06-07,305,709,6,"5,7"
43693,2019-05-31,2019-06-07,305,707,2,"20,1865"
43693,2019-05-31,2019-06-07,305,771,3,"2039,994"
43693,2019-05-31,2019-06-07,305,708,2,"20,1865"
43693,2019-05-31,2019-06-07,305,774,1,"2039,994"
43693,2019-05-31,2019-06-07,305,777,3,"2024,994"
43693,2019-05-31,2019-06-07,305,772,1,"2039,994"
43693,2019-05-31,2019-06-07,305,778,1,"2024,994"
43694,2019-05-31,2019-06-07,439,776,3,"2024,994"
43694,2019-05-31,2019-06-07,439,771,3,"2039,994"
43694,2019-05-31,2019-06-07,439,715,2,"28,8404"
43694,2019-05-31,2019-06-07,439,772,1,"2039,994"
43694,2019-05-31,2019-06-07,439,716,3,"28,8404"
43694,2019-05-31,2019-06-07,439,707,1,"20,1865"
43694,2019-05-31,2019-06-07,439,708,1,"20,1865"
43694,2019-05-31,2019-06-07,439,774,1,"2039,994"
43694,2019-05-31,2019-06-07,439,773,2,"2039,994"
43694,2019-05-31,2019-06-07,439,712,1,"5,1865"
43694,2019-05-31,2019-06-07,439,711,5,"20,1865"
43695,2019-05-31,2019-06-07,1337,774,2,"2039,994"
43695,2019-05-31,2019-06-07,1337,748,2,"722,5949"
43695,2019-05-31,2019-06-07,1337,747,1,"714,7043"
43695,2019-05-31,2019-06-07,1337,742,1,"722,5949"
43695,2019-05-31,2019-06-07,1337,777,5,"2024,994"
43695,2019-05-31,2019-06-07,1337,778,6,"2024,994"
43695,2019-05-31,2019-06-07,1337,709,2,"5,7"
43695,2019-05-31,2019-06-07,1337,775,5,"2024,994"
43696,2019-05-31,2019-06-07,1095,762,1,"419,4589"
43843,2019-07-01,2019-07-08,1331,774,2,"2039,994"
43843,2019-07-01,2019-07-08,1331,778,2,"2024,994"
43843,2019-07-01,2019-07-08,1331,742,2,"722,5949"
43843,2019-07-01,2019-07-08,1331,777,5,"2024,994"
43843,2019-07-01,2019-07-08,1331,748,2,"722,5949"
43843,2019-07-01,2019-07-08,1331,741,1,"818,7"
43843,2019-07-01,2019-07-08,1331,745,1,"809,76"
43843,2019-07-01,2019-07-08,1331,771,2,"2039,994"
43843,2019-07-01,2019-07-08,1331,709,2,"5,7"
43843,2019-07-01,2019-07-08,1331,776,3,"2024,994"
43844,2019-07-01,2019-07-08,607,775,4,"2024,994"
43844,2019-07-01,2019-07-08,607,776,2,"2024,994"
43844,2019-07-01,2019-07-08,607,777,3,"2024,994"
43844,2019-07-01,2019-07-08,607,778,1,"2024,994"
43845,2019-07-01,2019-07-08,1181,725,1,"183,9382"
43845,2019-07-01,2019-07-08,1181,715,3,"28,8404"
43845,2019-07-01,2019-07-08,1181,770,1,"419,4589"
43845,2019-07-01,2019-07-08,1181,763,2,"419,4589"
43845,2019-07-01,2019-07-08,1181,761,2,"419,4589"
43845,2019-07-01,2019-07-08,1181,754,1,"874,794"
43845,2019-07-01,2019-07-08,1181,765,2,"419,4589"
43845,2019-07-01,2019-07-08,1181,753,2,"2146,962"
43845,2019-07-01,2019-07-08,1181,729,1,"183,9382"
43845,2019-07-01,2019-07-08,1181,712,4,"5,1865"
43846,2019-07-01,2019-07-08,437,729,3,"183,9382"
43846,2019-07-01,2019-07-08,437,712,1,"5,1865"
43846,2019-07-01,2019-07-08,437,738,1,"178,5808"
43846,2019-07-01,2019-07-08,437,725,1,"183,9382"
43847,2019-07-01,2019-07-08,411,715,1,"28,8404"
43847,2019-07-01,2019-07-08,411,712,1,"5,1865"
43847,2019-07-01,2019-07-08,411,758,1,"874,794"
43848,2019-07-01,2019-07-08,817,773,1,"2039,994"
43848,2019-07-01,2019-07-08,817,778,1,"2024,994"
43848,2019-07-01,2019-07-08,817,775,1,"2024,994"
43848,2019-07-01,2019-07-08,817,776,4,"2024,994"
43848,2019-07-01,2019-07-08,817,771,2,"2039,994"
43849,2019-07-01,2019-07-08,1031,776,2,"2024,994"
43849,2019-07-01,2019-07-08,1031,714,1,"28,8404"
43849,2019-07-01,2019-07-08,1031,777,2,"2024,994"
43849,2019-07-01,2019-07-08,1031,771,2,"2039,994"
43849,2019-07-01,2019-07-08,1031,711,1,"20,1865"
43849,2019-07-01,2019-07-08,1031,773,1,"2039,994"
43849,2019-07-01,2019-07-08,1031,715,4,"28,8404"
43849,2019-07-01,2019-07-08,1031,772,1,"2039,994"
43849,2019-07-01,2019-07-08,1031,707,1,"20,1865"
43849,2019-07-01,2019-07-08,1031,774,2,"2039,994"
43849,2019-07-01,2019-07-08,1031,708,1,"20,1865"
43850,2019-07-01,2019-07-08,1191,765,1,"419,4589"
43850,2019-07-01,2019-07-08,1191,755,1,"874,794"
43850,2019-07-01,2019-07-08,1191,761,1,"419,4589"
43850,2019-07-01,2019-07-08,1191,762,2,"419,4589"
43850,2019-07-01,2019-07-08,1191,753,1,"2146,962"
43850,2019-07-01,2019-07-08,1191,725,3,"183,9382"
43850,2019-07-01,2019-07-08,1191,729,1,"183,9382"
43850,2019-07-01,2019-07-08,1191,758,3,"874,794"
43850,2019-07-01,2019-07-08,1191,756,1,"874,794"
43850,2019-07-01,2019-07-08,1191,732,3,"356,898"
43850,2019-07-01,2019-07-08,1191,738,1,"178,5808"
43851,2019-07-01,2019-07-08,343,761,2,"419,4589"
43851,2019-07-01,2019-07-08,343,760,1,"419,4589"
43851,2019-07-01,2019-07-08,343,711,1,"20,1865"
43851,2019-07-01,2019-07-08,343,770,3,"419,4589"
43851,2019-07-01,2019-07-08,343,707,1,"20,1865"
43851,2019-07-01,2019-07-08,343,725,1,"183,9382"
43851,2019-07-01,2019-07-08,343,754,1,"874,794"
43851,2019-07-01,2019-07-08,343,738,3,"178,5808"
43851,2019-07-01,2019-07-08,343,753,1,"2146,962"
43851,2019-07-01,2019-07-08,343,765,1,"419,4589"
43851,2019-07-01,2019-07-08,343,712,1,"5,1865"
43851,2019-07-01,2019-07-08,343,708,3,"20,1865"
43852,2019-07-01,2019-07-08,1111,776,1,"2024,994"
43853,2019-07-01,2019-07-08,1021,777,2,"2024,994"
43853,2019-07-01,2019-07-08,1021,773,1,"2039,994"
43853,2019-07-01,2019-07-08,1021,771,1,"2039,994"
43853,2019-07-01,2019-07-08,1021,776,4,"2024,994"
43853,2019-07-01,2019-07-08,1021,775,2,"2024,994"
43853,2019-07-01,2019-07-08,1021,778,3,"2024,994"
43854,2019-07-01,2019-07-08,1405,758,2,"874,794"
43855,2019-07-01,2019-07-08,1311,765,2,"419,4589"
43855,2019-07-01,2019-07-08,1311,760,2,"419,4589"
43855,2019-07-01,2019-07-08,1311,753,1,"2146,962"
43855,2019-07-01,2019-07-08,1311,761,4,"419,4589"
43855,2019-07-01,2019-07-08,1311,738,1,"178,5808"
43855,2019-07-01,2019-07-08,1311,762,3,"419,4589"
43855,2019-07-01,2019-07-08,1311,732,2,"356,898"
43855,2019-07-01,2019-07-08,1311,766,1,"419,4589"
43855,2019-07-01,2019-07-08,1311,726,1,"183,9382"
43855,2019-07-01,2019-07-08,1311,770,2,"419,4589"
43855,2019-07-01,2019-07-08,1311,725,1,"183,9382"
43855,2019-07-01,2019-07-08,1311,755,1,"874,794"
43855,2019-07-01,2019-07-08,1311,768,2,"419,4589"
43856,2019-07-01,2019-07-08,737,709,2,"5,7"
43856,2019-07-01,2019-07-08,737,777,1,"2024,994"
43857,2019-07-01,2019-07-08,1895,760,1,"419,4589"
43857,2019-07-01,2019-07-08,1895,765,1,"419,4589"
43857,2019-07-01,2019-07-08,1895,762,2,"419,4589"
43857,2019-07-01,2019-07-08,1895,758,3,"874,794"
43857,2019-07-01,2019-07-08,1895,715,1,"28,8404"
43857,2019-07-01,2019-07-08,1895,712,3,"5,1865"
43857,2019-07-01,2019-07-08,1895,716,1,"28,8404"
43857,2019-07-01,2019-07-08,1895,725,1,"183,9382"
43857,2019-07-01,2019-07-08,1895,711,2,"20,1865"
43857,2019-07-01,2019-07-08,1895,708,1,"20,1865"
43857,2019-07-01,2019-07-08,1895,738,2,"178,5808"
43857,2019-07-01,2019-07-08,1895,763,1,"419,4589"
